pricing_lists,site,endpoint,requested,req_time,req_status,req_200_found
https://localizejs.com/buy/,localizejs,buy,False,,,
https://localizejs.com/plans/,localizejs,plans,False,,,
http://quip.com/pricing/,quip,pricing,False,,,
http://qonto.com/buy/,qonto,buy,False,,,
http://qonto.com/plans/,qonto,plans,False,,,
https://qonto.eu/en/pricing/,qonto,pricing,False,,,
http://www.yesware.com/plans/,yesware,plans,False,,,
http://exotel.in/pricing/,exotel,pricing,False,,,
http://www.polymathv.com/pricing/,polymathv,pricing,False,,,
http://www.polymathv.com/buy/,polymathv,buy,False,,,
http://www.polymathv.com/plans/,polymathv,plans,False,,,
https://pitch.com/pricing/,pitch,pricing,False,,,
http://clio.com/pricing/,clio,pricing,False,,,
https://goclio.com/pricing/,goclio,pricing,False,,,
http://jotform.com/pricing/,jotform,pricing,False,,,
https://www.centrify.com/pricing/,centrify,pricing,False,,,
https://scispot.io/pricing/,scispot,pricing,False,,,
http://www.bdccapital.ca/pricing/,bdccapital,pricing,False,,,
http://www.bdccapital.ca/buy/,bdccapital,buy,False,,,
http://www.bdccapital.ca/plans/,bdccapital,plans,False,,,
http://www.ushur.com/pricing/,ushur,pricing,False,,,
https://chattermill.io/pricing/,chattermill,pricing,False,,,
https://www.cere.network/pricing/,cere,pricing,False,,,
https://www.cere.network/buy/,cere,buy,False,,,
https://www.cere.network/plans/,cere,plans,False,,,
http://bill.com/pricing/,bill,pricing,False,,,
https://headbeyond.com/pricing/,headbeyond,pricing,False,,,
https://headbeyond.com/buy/,headbeyond,buy,False,,,
https://headbeyond.com/plans/,headbeyond,plans,False,,,
https://truein.com/pricing/,truein,pricing,False,,,
https://truein.com/buy/,truein,buy,False,,,
https://truein.com/plans/,truein,plans,False,,,
https://www.luno.com/plans/,luno,plans,False,,,
https://www.bharatpe.com/pricing/,bharatpe,pricing,False,,,
https://www.bharatpe.com/buy/,bharatpe,buy,False,,,
https://www.bharatpe.com/plans/,bharatpe,plans,False,,,
https://zuora.com/pricing/,zuora,pricing,False,,,
https://zuora.com/buy/,zuora,buy,False,,,
https://zuora.com/plans/,zuora,plans,False,,,
https://harness.io/pricing/,harness,pricing,False,,,
https://harness.io/buy/,harness,buy,False,,,
https://harness.io/plans/,harness,plans,False,,,
http://www.rightscale.com/pricing/,rightscale,pricing,False,,,
http://www.rightscale.com/buy/,rightscale,buy,False,,,
http://www.rightscale.com/plans/,rightscale,plans,False,,,
http://zoominfo.com/pricing/,zoominfo,pricing,False,,,
https://alegion.com/pricing/,alegion,pricing,False,,,
http://getclockwise.com/pricing/,getclockwise,pricing,False,,,
http://getclockwise.com/plans/,getclockwise,plans,False,,,
http://swiftype.com/pricing/,swiftype,pricing,False,,,
https://www.crayon.co/pricing/,crayon,pricing,False,,,
http://getshogun.com/plans/,getshogun,plans,False,,,
https://acceleprise.vc/pricing/,acceleprise,pricing,False,,,
https://acceleprise.vc/buy/,acceleprise,buy,False,,,
https://acceleprise.vc/plans/,acceleprise,plans,False,,,
https://matterapp.com/pricing/,matterapp,pricing,False,,,
http://cultureamp.com/pricing/,cultureamp,pricing,False,,,
http://cultureamp.com/plans/,cultureamp,plans,False,,,
http://www.entelo.com/pricing/,entelo,pricing,False,,,
http://www.entelo.com/buy/,entelo,buy,False,,,
http://www.entelo.com/plans/,entelo,plans,False,,,
http://x.ai/pricing/,x,pricing,False,,,
http://x.ai/buy/,x,buy,False,,,
http://x.ai/plans/,x,plans,False,,,
https://klue.com/pricing/,klue,pricing,False,,,
http://www.klue103.com/pricing/,klue103,pricing,False,,,
http://www.klue103.com/buy/,klue103,buy,False,,,
http://www.klue103.com/plans/,klue103,plans,False,,,
http://sunsama.com/pricing/,sunsama,pricing,False,,,
http://sunsama.com/buy/,sunsama,buy,False,,,
http://sunsama.com/plans/,sunsama,plans,False,,,
http://mnubo.com/pricing/,mnubo,pricing,False,,,
http://mnubo.com/buy/,mnubo,buy,False,,,
http://mnubo.com/plans/,mnubo,plans,False,,,
https://streamlabs.com/pricing/,streamlabs,pricing,False,,,
http://Streamlabs.com/pricing/,Streamlabs,pricing,False,,,
http://www.gobbler.com/plans/,gobbler,plans,False,,,
